,number,value,datetime_start,datetime_complete,duration,params_affinity,params_agglo_metric,params_agglo_n,params_alpha,params_assign_lables,params_clusterer,params_coef0,params_degree,params_eigen_solver,params_epsilon,params_hdbscan_algo,params_hdbscan_leaf_size,params_hdbscan_method,params_hdbscan_metric,params_hdbscan_n,params_kmeans_algo,params_kmeans_init,params_kmeans_n,params_kmeans_n_init,params_kmeans_tol,params_linkage,params_max_eps,params_min_dist,params_min_samples,params_n_oversamples,params_normalizer,params_optics_algo,params_optics_leaf_size,params_optics_method,params_optics_metric,params_optics_n,params_p,params_pca_n,params_pca_tol,params_perplexity,params_reducer,params_solver,params_spec_cluster,params_spec_gamma,params_spec_n,params_spec_n_init,params_spec_n_neighbors,params_tightness,params_tsne_init,params_tsne_lr,params_tsne_method,params_tsne_metric,params_tsne_n,params_umap_metric,params_umap_n,params_umap_n_neighbors,params_whiten,params_xi,state
559,559,0.9532357462135064,2024-05-01 06:23:39.268057,2024-05-01 06:23:39.507048,0 days 00:00:00.238991,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.72451544801864,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
560,560,0.9267847662589,2024-05-01 06:23:39.507955,2024-05-01 06:23:39.783918,0 days 00:00:00.275963,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.67838941903982,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
561,561,-1.0,2024-05-01 06:23:39.784811,2024-05-01 06:23:39.921472,0 days 00:00:00.136661,precomputed,,,,discretize,Spectral,72.05811781236817,5.0,arpack,,,,,,,,,,,,,,,,1.0,none,,,,,,,4.0,9.741222977650699,,PCA,randomized,6.0,4.1,13.0,13.0,417.0,,,,,,,,,,True,,COMPLETE
562,562,0.5551387071609497,2024-05-01 06:23:39.922206,2024-05-01 06:23:52.434140,0 days 00:00:12.511934,,manhattan,17.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.1,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,yule,13.0,352.0,,,COMPLETE
563,563,0.6731618443728996,2024-05-01 06:23:52.435047,2024-05-01 06:23:52.736725,0 days 00:00:00.301678,,manhattan,15.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.991596405358937,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
564,564,0.9532357462135064,2024-05-01 06:23:52.737613,2024-05-01 06:23:52.973442,0 days 00:00:00.235829,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.723509331427369,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
565,565,0.9472133311895985,2024-05-01 06:23:52.974321,2024-05-01 06:23:53.220544,0 days 00:00:00.246223,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.437514171661206,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
566,566,0.9532357462135064,2024-05-01 06:23:53.221455,2024-05-01 06:23:53.474760,0 days 00:00:00.253305,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.677041784619181,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
567,567,-1.0,2024-05-01 06:23:53.475753,2024-05-01 06:23:53.719430,0 days 00:00:00.243677,,,,3.7,,HDBSCAN,,,,8.5,ball_tree,85.0,leaf,sokalmichener,237.0,,,,,,,,,26.0,1.0,none,,,,,,,2.0,9.60998488637104,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
568,568,0.9267847662589,2024-05-01 06:23:53.720147,2024-05-01 06:23:53.970385,0 days 00:00:00.250238,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.36646241139613,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
569,569,0.18305236101150513,2024-05-01 06:23:53.971305,2024-05-01 06:25:46.643227,0 days 00:01:52.671922,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,8.243538214033464,t-SNE,,,,,,,14.741105845307517,random,80.0,exact,hamming,4.0,,,,,,COMPLETE
570,570,0.9532357462135064,2024-05-01 06:25:46.644117,2024-05-01 06:25:46.890452,0 days 00:00:00.246335,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.771079035171585,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
571,571,0.9472133311895985,2024-05-01 06:25:46.891607,2024-05-01 06:25:47.137626,0 days 00:00:00.246019,,manhattan,2.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,4.0,9.557353576361434,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
572,572,0.9518219362694045,2024-05-01 06:25:47.138757,2024-05-01 06:25:47.379043,0 days 00:00:00.240286,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.765906754510663,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
573,573,0.9518219362694045,2024-05-01 06:25:47.380206,2024-05-01 06:25:47.666691,0 days 00:00:00.286485,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.812750447713919,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
574,574,0.9518219362694045,2024-05-01 06:25:47.669534,2024-05-01 06:25:47.902938,0 days 00:00:00.233404,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.879648760871567,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
575,575,0.8926440250611231,2024-05-01 06:25:47.903883,2024-05-01 06:25:48.196851,0 days 00:00:00.292968,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.973854542001568,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
576,576,0.9518219362694045,2024-05-01 06:25:48.197778,2024-05-01 06:25:48.488893,0 days 00:00:00.291115,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.784278724025972,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
577,577,0.9518219362694045,2024-05-01 06:25:48.493522,2024-05-01 06:25:48.724990,0 days 00:00:00.231468,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.752979094169367,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
578,578,0.841847106984344,2024-05-01 06:25:48.726121,2024-05-01 06:25:48.975149,0 days 00:00:00.249028,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,QR,,,,,,,2.0,4.666134428854539,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
579,579,-1.0,2024-05-01 06:25:48.976064,2024-05-01 06:25:50.487803,0 days 00:00:01.511739,,,,,,OPTICS,,,,,,,,,,,,,,,,inf,,,1.0,none,auto,90.0,xi,dice,357.0,,2.0,4.913092567510358,,PCA,randomized,,,,,,,,,,,,,,,True,0.55,COMPLETE
580,580,0.8418471069843432,2024-05-01 06:25:50.488523,2024-05-01 06:25:50.701032,0 days 00:00:00.212509,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.870418129476531,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
581,581,0.8926440250611231,2024-05-01 06:25:50.701921,2024-05-01 06:25:50.946025,0 days 00:00:00.244104,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.875085595241716,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
582,582,0.4663636859731414,2024-05-01 06:25:50.946911,2024-05-01 06:25:51.254977,0 days 00:00:00.308066,,,,,,KMeans,,,,,,,,,,elkan,random,14.0,13.0,1e-06,,,,,1.0,none,,,,,,,2.0,4.502394402299578,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
583,583,0.9518219362694045,2024-05-01 06:25:51.255934,2024-05-01 06:25:51.503028,0 days 00:00:00.247094,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,5.012231474363235,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
584,584,0.8926440250611231,2024-05-01 06:25:51.504155,2024-05-01 06:25:51.747063,0 days 00:00:00.242908,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.222471832401003,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
585,585,0.5179657340049744,2024-05-01 06:25:51.748206,2024-05-01 06:26:01.856039,0 days 00:00:10.107833,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.45,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,euclidean,18.0,292.0,,,COMPLETE
586,586,0.8926440250611231,2024-05-01 06:26:01.856930,2024-05-01 06:26:02.107532,0 days 00:00:00.250602,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.512163816670146,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
587,587,0.8926440250611231,2024-05-01 06:26:02.108439,2024-05-01 06:26:02.359845,0 days 00:00:00.251406,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.324554834417181,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
588,588,-1.0,2024-05-01 06:26:02.360749,2024-05-01 06:26:02.609159,0 days 00:00:00.248410,rbf,,,,kmeans,Spectral,32.4784890114084,1.0,amg,,,,,,,,,,,,,,,,1.0,none,,,,,,,2.0,9.82954583980528,,PCA,randomized,2.0,9.1,19.0,3.0,317.0,,,,,,,,,,True,,COMPLETE
589,589,0.9518219362694045,2024-05-01 06:26:02.610072,2024-05-01 06:26:02.854790,0 days 00:00:00.244718,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.680243167075044,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
590,590,0.8926440250611231,2024-05-01 06:26:02.859765,2024-05-01 06:26:03.126417,0 days 00:00:00.266652,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.707795291273674,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
591,591,0.9518219362694045,2024-05-01 06:26:03.127733,2024-05-01 06:26:03.405681,0 days 00:00:00.277948,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,5.071827089448427,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
592,592,0.8926440250611231,2024-05-01 06:26:03.406889,2024-05-01 06:26:03.646829,0 days 00:00:00.239940,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.957637056166514,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
593,593,0.9518219362694045,2024-05-01 06:26:03.647980,2024-05-01 06:26:03.939717,0 days 00:00:00.291737,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.686267462588022,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
594,594,0.3999897837638855,2024-05-01 06:26:03.940655,2024-05-01 06:26:12.835520,0 days 00:00:08.894865,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,19.131725272318235,t-SNE,,,,,,,12.949654105751657,random,55.0,barnes_hut,manhattan,2.0,,,,,,COMPLETE
595,595,0.9518219362694045,2024-05-01 06:26:12.836433,2024-05-01 06:26:13.136564,0 days 00:00:00.300131,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.379456655621774,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
596,596,0.8926440250611231,2024-05-01 06:26:13.137694,2024-05-01 06:26:13.380704,0 days 00:00:00.243010,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.753066885635065,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
597,597,-1.0,2024-05-01 06:26:13.381808,2024-05-01 06:26:13.521446,0 days 00:00:00.139638,,,,1.5000000000000002,,HDBSCAN,,,,6.7,auto,20.0,eom,seuclidean,72.0,,,,,,,,,154.0,1.0,none,,,,,,,2.0,4.512401575292154,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
598,598,0.9518219362694045,2024-05-01 06:26:13.522285,2024-05-01 06:26:13.848185,0 days 00:00:00.325900,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.508699213780393,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
599,599,0.8921000487059627,2024-05-01 06:26:13.849282,2024-05-01 06:26:14.148589,0 days 00:00:00.299307,,manhattan,5.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,5.018787925450374,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
600,600,0.9518219362694045,2024-05-01 06:26:14.149489,2024-05-01 06:26:14.403411,0 days 00:00:00.253922,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.63296410773385,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
601,601,0.8926440250611231,2024-05-01 06:26:14.404512,2024-05-01 06:26:14.653133,0 days 00:00:00.248621,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.150151954501619,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
602,602,0.8486088161210154,2024-05-01 06:26:14.654295,2024-05-01 06:26:14.896873,0 days 00:00:00.242578,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,QR,,,,,,,2.0,0.8832992999717266,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
603,603,0.9518219362694045,2024-05-01 06:26:14.897960,2024-05-01 06:26:15.150503,0 days 00:00:00.252543,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.731009705365674,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
604,604,0.8852408091547138,2024-05-01 06:26:15.151691,2024-05-01 06:26:15.394423,0 days 00:00:00.242732,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,15.0,none,,,,,,,2.0,5.044100635999651,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
605,605,0.8926440250611231,2024-05-01 06:26:15.395577,2024-05-01 06:26:15.641470,0 days 00:00:00.245893,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.780422063847514,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
606,606,0.8486088161210161,2024-05-01 06:26:15.642600,2024-05-01 06:26:15.885966,0 days 00:00:00.243366,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,5.065593697539627,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
607,607,0.9518219362694045,2024-05-01 06:26:15.887095,2024-05-01 06:26:16.169770,0 days 00:00:00.282675,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.349389761241472,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
608,608,-1.0,2024-05-01 06:26:16.170677,2024-05-01 06:26:16.289177,0 days 00:00:00.118500,,,,,,OPTICS,,,,,,,,,,,,,,,,100.0,,,1.0,none,kd_tree,45.0,xi,russellrao,52.0,,2.0,4.426495344783645,,PCA,randomized,,,,,,,,,,,,,,,True,0.30000000000000004,COMPLETE
609,609,0.26623955368995667,2024-05-01 06:26:16.289925,2024-05-01 06:32:49.912336,0 days 00:06:33.622411,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.25,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,mahalanobis,10.0,502.0,,,COMPLETE
610,610,0.8936432648439672,2024-05-01 06:32:49.913292,2024-05-01 06:32:50.202988,0 days 00:00:00.289696,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,16.0,none,,,,,,,2.0,4.737382388127587,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
611,611,0.5100675312237335,2024-05-01 06:32:50.204123,2024-05-01 06:32:50.364821,0 days 00:00:00.160698,,,,,,KMeans,,,,,,,,,,lloyd,k-means++,12.0,,0.01,,,,,1.0,none,,,,,,,2.0,0.16919188744274205,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
612,612,0.9518219362694045,2024-05-01 06:32:50.365761,2024-05-01 06:32:50.623123,0 days 00:00:00.257362,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.780140655816698,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
613,613,0.8926440250611231,2024-05-01 06:32:50.624265,2024-05-01 06:32:50.868045,0 days 00:00:00.243780,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.314962313560842,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
614,614,0.9518219362694045,2024-05-01 06:32:50.868973,2024-05-01 06:32:51.134491,0 days 00:00:00.265518,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.883016585285157,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
615,615,0.9518219362694045,2024-05-01 06:32:51.135453,2024-05-01 06:32:51.381743,0 days 00:00:00.246290,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.715800947233697,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
616,616,0.9518219362694045,2024-05-01 06:32:51.382681,2024-05-01 06:32:51.627675,0 days 00:00:00.244994,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.963230303990748,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
617,617,0.22473429143428802,2024-05-01 06:32:51.628604,2024-05-01 06:36:26.542927,0 days 00:03:34.914323,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,26.319646573187168,t-SNE,,,,,,,9.105220135244258,pca,95.0,exact,euclidean,15.0,,,,,,COMPLETE
618,618,0.7768638580646257,2024-05-01 06:36:26.544164,2024-05-01 06:36:26.806742,0 days 00:00:00.262578,,manhattan,8.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.987776525274398,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
619,619,-1.0,2024-05-01 06:36:26.807801,2024-05-01 06:36:27.055499,0 days 00:00:00.247698,rbf,,,,kmeans,Spectral,15.398440418772438,3.0,amg,,,,,,,,,,,,,,,,1.0,none,,,,,,,2.0,9.999545322856102,,PCA,randomized,17.0,6.1,11.0,10.0,497.0,,,,,,,,,,True,,COMPLETE
620,620,0.8926440250611231,2024-05-01 06:36:27.056288,2024-05-01 06:36:27.285919,0 days 00:00:00.229631,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.72687663675748,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
621,621,0.7717733143633931,2024-05-01 06:36:27.286839,2024-05-01 06:36:27.556466,0 days 00:00:00.269627,,manhattan,10.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.9581504091871915,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
622,622,0.9518219362694045,2024-05-01 06:36:27.557395,2024-05-01 06:36:27.851695,0 days 00:00:00.294300,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.0458165325906865,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
623,623,-1.0,2024-05-01 06:36:27.852848,2024-05-01 06:36:27.980789,0 days 00:00:00.127941,,,,10.0,,HDBSCAN,,,,5.4,auto,90.0,leaf,minkowski,457.0,,,,,,,,,200.0,1.0,none,,,,,,,2.0,9.593955304759104,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
624,624,0.9518219362694045,2024-05-01 06:36:27.981620,2024-05-01 06:36:28.248422,0 days 00:00:00.266802,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.578685012768885,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
625,625,0.9518219362694045,2024-05-01 06:36:28.250266,2024-05-01 06:36:28.512840,0 days 00:00:00.262574,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.733319344071685,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
626,626,0.9518219362694045,2024-05-01 06:36:28.513925,2024-05-01 06:36:28.764984,0 days 00:00:00.251059,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.489890429203703,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
627,627,0.8486088161210154,2024-05-01 06:36:28.765928,2024-05-01 06:36:29.010015,0 days 00:00:00.244087,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,QR,,,,,,,2.0,5.184854591570706,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
628,628,0.8926440250611231,2024-05-01 06:36:29.010930,2024-05-01 06:36:29.262155,0 days 00:00:00.251225,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.792620093106935,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
629,629,0.8486088161210161,2024-05-01 06:36:29.263485,2024-05-01 06:36:29.504686,0 days 00:00:00.241201,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.585406320151941,,PCA,arpack,,,,,,,,,,,,,,,True,,COMPLETE
630,630,0.8926440250611231,2024-05-01 06:36:29.505622,2024-05-01 06:36:29.781915,0 days 00:00:00.276293,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,4.8262058275426325,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
631,631,0.9518219362694045,2024-05-01 06:36:29.789277,2024-05-01 06:36:30.058308,0 days 00:00:00.269031,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,1.4925313399816238,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
632,632,0.4237454831600189,2024-05-01 06:36:30.059424,2024-05-01 06:38:26.756579,0 days 00:01:56.697155,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,0.55,,,,,,,,,,,,,UMAP,,,,,,,,,,,,,minkowski,6.0,62.0,,,COMPLETE
633,633,-1.0,2024-05-01 06:38:26.757486,2024-05-01 06:38:29.359877,0 days 00:00:02.602391,,,,,,OPTICS,,,,,,,,,,,,,,,,10.0,,,1.0,none,brute,80.0,dbscan,cosine,302.0,,2.0,4.225321237686663,,PCA,randomized,,,,,,,,,,,,,,,True,0.0,COMPLETE
634,634,0.9267847662589,2024-05-01 06:38:29.360621,2024-05-01 06:38:29.623437,0 days 00:00:00.262816,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.729983507340634,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
635,635,0.9518219362694045,2024-05-01 06:38:29.624563,2024-05-01 06:38:29.878840,0 days 00:00:00.254277,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.83885722850004,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
636,636,0.4898836773506975,2024-05-01 06:38:29.880010,2024-05-01 06:38:30.034079,0 days 00:00:00.154069,,,,,,KMeans,,,,,,,,,,elkan,k-means++,18.0,,0.001,,,,,1.0,none,,,,,,,3.0,4.614452545071891,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
637,637,0.9518219362694045,2024-05-01 06:38:30.035035,2024-05-01 06:38:30.287218,0 days 00:00:00.252183,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,0.3797202495142562,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
638,638,0.5335861444473267,2024-05-01 06:38:30.288179,2024-05-01 06:38:35.106514,0 days 00:00:04.818335,,manhattan,5.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,,,,,,,,,,,22.33418584482238,t-SNE,,,,,,,17.669093641604867,random,70.0,barnes_hut,correlation,1.0,,,,,,COMPLETE
639,639,0.8926440250611231,2024-05-01 06:38:35.107796,2024-05-01 06:38:35.330733,0 days 00:00:00.222937,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.475380879545053,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
640,640,0.9267847662589,2024-05-01 06:38:35.331676,2024-05-01 06:38:35.610566,0 days 00:00:00.278890,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.993518848444523,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
641,641,0.9267847662589,2024-05-01 06:38:35.611685,2024-05-01 06:38:35.860149,0 days 00:00:00.248464,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.804156383137661,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
642,642,0.9267847662589,2024-05-01 06:38:35.861251,2024-05-01 06:38:36.110219,0 days 00:00:00.248968,,manhattan,3.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,3.0,9.576044754189425,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
643,643,0.8921000487059627,2024-05-01 06:38:36.111349,2024-05-01 06:38:36.356955,0 days 00:00:00.245606,,manhattan,5.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,5.138408164772691,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
644,644,0.8926440250611231,2024-05-01 06:38:36.357873,2024-05-01 06:38:36.663148,0 days 00:00:00.305275,,manhattan,4.0,,,Agglomerative,,,,,,,,,,,,,,,average,,,,1.0,none,,,,,,,2.0,9.807706733558673,,PCA,randomized,,,,,,,,,,,,,,,True,,COMPLETE
645,645,0.14965582925359602,2024-05-01 06:38:36.665099,2024-05-01 06:38:37.089820,0 days 00:00:00.424721,nearest_neighbors,,,,cluster_qr,Spectral,90.15724511020184,2.0,lobpcg,,,,,,,,,,,,,,,,1.0,none,,,,,,,3.0,9.996092273559595,,PCA,randomized,13.0,2.1,7.0,16.0,262.0,,,,,,,,,,True,,COMPLETE
